Transaction_ID,Amount,Time,Location,Device,Transaction_Count,Merchant_Category,Account_Age_Days,Class
TXN002847,991.71,12:31,Kanpur,Known,2,Food,1618,0
TXN002848,937.93,15:12,Lucknow,Known,5,Electronics,238,0
TXN002849,4109.48,15:52,Lucknow,Known,6,Shopping,433,0
TXN002850,5015.68,03:37,Delhi,Known,1,Food,1072,0
TXN002851,1529.44,09:16,Delhi,Known,3,Bills,705,0
TXN002852,8086.95,23:26,Lucknow,Known,3,Food,748,0
TXN002853,7573.68,21:06,Jaipur,Known,3,Entertainment,160,0
TXN002854,2324.15,18:05,Noida,New,8,Food,128,0
TXN002855,759.42,00:44,Noida,New,3,Food,829,0
TXN002856,9411.5,10:59,Mumbai,Known,7,Fuel,497,0
TXN002857,1688.29,01:16,Noida,Known,2,Entertainment,1468,0
TXN002858,2054.97,07:14,Lucknow,Known,4,Food,179,0
TXN002859,1260.11,20:41,Delhi,Known,2,Shopping,503,0
TXN002860,707.16,09:30,Lucknow,New,4,Travel,754,0
TXN002861,385.09,04:08,Delhi,Known,1,Entertainment,488,0
TXN002862,3498.37,17:40,Pune,Known,2,Electronics,342,0
TXN002863,790.74,18:12,Pune,Known,3,Travel,708,0
TXN002864,44714.35,15:06,Mumbai,Known,6,Shopping,1527,0
TXN002865,575.46,19:27,Jhansi,Known,4,Food,406,0
TXN002866,480.72,16:44,Lucknow,Known,6,Food,10,0
TXN002867,3075.39,15:31,Delhi,Known,2,Fuel,911,0
TXN002868,8967.13,21:38,Jhansi,Known,4,Bills,527,0
TXN002869,1926.31,07:14,Noida,Known,7,Food,248,0
TXN002870,3282.62,10:29,Noida,Known,4,Travel,942,0
TXN002871,259.78,13:42,Delhi,Known,1,Fuel,880,0
TXN002872,883.73,16:31,Kanpur,Known,4,Shopping,395,0
TXN002873,583.03,11:14,Delhi,Known,3,Shopping,10,0
TXN002874,246.1,10:57,Delhi,Known,4,Entertainment,1069,0
TXN002875,2035.24,03:04,Delhi,Known,2,Shopping,397,0
TXN002876,170.81,15:54,Delhi,Known,3,Shopping,795,0
TXN002877,449.1,02:43,Mumbai,New,2,Food,629,0
TXN002878,1024.02,11:06,Lucknow,Known,4,Travel,899,0
TXN002879,751.97,09:15,Noida,Known,6,Electronics,785,0
TXN002880,2729.22,18:22,Mumbai,Known,6,Entertainment,1239,0
TXN002881,2480.96,11:57,Delhi,Known,5,Travel,965,0
TXN002882,4601.01,00:31,Jaipur,Known,7,Shopping,10,0
TXN002883,3966.13,12:15,Pune,Known,7,Food,541,0
TXN002884,5963.4,05:55,Delhi,Known,7,Bills,752,0
TXN002885,1796.38,09:07,Lucknow,Known,5,Fuel,524,0
TXN002886,2475.46,07:48,Delhi,Known,7,Travel,1191,0
TXN002887,3079.84,03:49,Jaipur,Known,3,Electronics,887,0
TXN002888,2088.67,22:23,Lucknow,Known,4,Food,10,0
TXN002889,1186.17,06:02,Delhi,Known,4,Travel,541,0
TXN002890,1269.63,12:53,Noida,Known,3,Food,707,0
TXN002891,762.88,19:58,Noida,Known,5,Bills,362,0
TXN002892,2802.42,08:22,Mumbai,Known,4,Bills,983,0
TXN002893,1630.8,22:11,Mumbai,New,6,Entertainment,930,0
TXN002894,897.14,09:16,Lucknow,Known,3,Food,860,0
TXN002895,898.01,22:08,Mumbai,Known,5,Electronics,1005,0
TXN002896,505.03,10:36,Mumbai,Known,2,Travel,1260,0
TXN002897,5030.76,00:31,Pune,Known,2,Electronics,1046,0
TXN002898,1954.89,20:21,Noida,Known,6,Fuel,1038,0
TXN002899,727.49,20:39,Noida,Known,7,Electronics,691,0
TXN002900,4207.05,23:37,Noida,Known,6,Food,456,0
TXN002901,999.32,02:00,Kanpur,Known,3,Food,1559,0
TXN002902,411.05,20:24,Lucknow,Known,3,Fuel,873,0
TXN002903,5259.68,08:51,Noida,Known,2,Bills,294,0
TXN002904,1024.12,20:47,Delhi,Known,2,Food,667,0
TXN002905,1171.68,23:51,Delhi,Known,5,Shopping,553,0
TXN002906,1879.54,04:57,Delhi,Known,3,Shopping,1047,0
TXN002907,5974.53,08:03,Noida,Known,2,Entertainment,568,0
TXN002908,1838.27,06:16,Jhansi,Known,6,Shopping,52,0
TXN002909,511.05,07:27,Lucknow,Known,2,Electronics,945,0
TXN002910,3186.29,14:30,Kanpur,Known,2,Fuel,475,0
TXN002911,1081.71,09:47,Pune,Known,4,Food,10,0
TXN002912,13067.22,15:43,Delhi,Known,7,Shopping,1080,0
TXN002913,1797.88,16:42,Lucknow,Known,5,Bills,148,0
TXN002914,172.22,04:09,Noida,Known,9,Fuel,284,0
TXN002915,2619.6,01:40,Jhansi,Known,5,Electronics,733,0
TXN002916,13868.42,17:47,Lucknow,Known,4,Fuel,758,0
TXN002917,9416.87,04:45,Mumbai,Known,2,Fuel,472,0
TXN002918,12308.48,04:34,Jaipur,Known,2,Shopping,853,0
TXN002919,616.95,14:05,Lucknow,Known,6,Entertainment,1051,0
TXN002920,4690.54,06:08,Pune,Known,3,Shopping,313,0
TXN002921,843.41,04:44,Noida,Known,4,Shopping,730,0
TXN002922,2277.98,07:52,Pune,Known,5,Food,754,0
TXN002923,472.93,12:49,Delhi,Known,3,Travel,1202,0
TXN002924,914.94,20:25,Kanpur,Known,5,Travel,788,0
TXN002925,884.91,23:35,Mumbai,Known,6,Electronics,10,0
TXN002926,4624.04,17:10,Mumbai,Known,8,Bills,1668,0
TXN002927,4172.61,21:35,Mumbai,Known,5,Shopping,744,0
TXN002928,2407.16,12:11,Lucknow,Known,7,Travel,804,0
TXN002929,435.98,09:47,Lucknow,Known,3,Food,651,0
TXN002930,1297.66,19:47,Jhansi,Known,4,Entertainment,810,0
TXN002931,822.31,07:03,Mumbai,Known,5,Fuel,874,0
TXN002932,4485.93,19:56,Mumbai,Known,5,Shopping,1020,0
TXN002933,6202.06,23:47,Lucknow,Known,5,Food,630,0
TXN002934,5457.5,09:22,Noida,Known,5,Food,10,0
TXN002935,814.49,15:27,Delhi,Known,6,Food,510,0
TXN002936,101.4,18:04,Noida,New,3,Fuel,604,0
TXN002937,281.53,18:56,Mumbai,Known,6,Food,405,0
TXN002938,8008.43,04:06,Kanpur,Known,2,Shopping,237,0
TXN002939,1181.13,23:55,Noida,Known,4,Shopping,491,0
TXN002940,818.34,12:39,Kanpur,New,3,Food,1052,0
TXN002941,10100.45,01:55,Jhansi,Known,4,Shopping,825,0
TXN002942,6795.12,02:22,Jaipur,Known,3,Bills,124,0
TXN002943,1846.81,17:53,Delhi,Known,3,Bills,10,0
TXN002944,1322.75,10:25,Lucknow,Known,6,Electronics,10,0
TXN002945,1566.87,02:21,Jaipur,Known,4,Fuel,794,0
TXN002946,2284.87,12:20,Pune,Known,3,Bills,58,0
TXN002947,9658.48,14:57,Jhansi,Known,6,Food,654,0
TXN002948,2804.93,01:27,Mumbai,Known,6,Bills,964,0
TXN002949,3857.88,08:28,Mumbai,Known,3,Bills,856,0
TXN002950,6144.27,11:38,Pune,Known,5,Fuel,544,0
TXN002951,527.1,18:33,Noida,Known,4,Shopping,1342,0
TXN002952,3976.46,15:32,Mumbai,Known,5,Electronics,432,0
TXN002953,1321.13,02:22,Delhi,Known,6,Food,745,0
TXN002954,128.21,14:09,Pune,New,4,Bills,527,0
TXN002955,192.67,21:59,Kanpur,Known,5,Fuel,605,0
TXN002956,618.02,01:29,Jaipur,Known,2,Fuel,1032,0
TXN002957,3144.24,23:58,Lucknow,Known,4,Bills,959,0
TXN002958,2028.46,02:27,Lucknow,Known,1,Food,10,0
TXN002959,2184.47,14:35,Mumbai,Known,5,Travel,255,0
TXN002960,13961.13,08:32,Kanpur,Known,1,Shopping,1035,0
TXN002961,474.85,17:57,Mumbai,New,1,Travel,137,0
TXN002962,1748.89,20:06,Delhi,Known,1,Food,261,0
TXN002963,2477.98,20:31,Mumbai,Known,4,Shopping,831,0
TXN002964,830.85,20:09,Mumbai,New,4,Food,1095,0
TXN002965,1854.34,19:52,Pune,Known,2,Electronics,1042,0
TXN002966,335.49,07:31,Mumbai,Known,2,Entertainment,10,0
TXN002967,7910.48,11:55,Lucknow,Known,5,Food,572,0
TXN002968,879.93,17:16,Noida,Known,4,Entertainment,527,0
TXN002969,15191.82,04:09,Delhi,Known,7,Fuel,434,0
TXN002970,1739.66,13:37,Kanpur,Known,4,Bills,25,0
TXN002971,5297.54,12:08,Pune,Known,5,Bills,1261,0
TXN002972,1702.02,23:22,Jhansi,Known,3,Electronics,639,0
TXN002973,1742.82,01:18,Kanpur,Known,4,Electronics,276,0
TXN002974,974.88,02:13,Pune,Known,2,Food,837,0
TXN002975,2039.83,00:07,Jaipur,New,3,Electronics,615,0
TXN002976,2513.52,13:39,Pune,Known,4,Electronics,1039,0
TXN002977,790.03,13:45,Lucknow,Known,4,Bills,480,0
TXN002978,1578.52,14:23,Jhansi,Known,4,Travel,504,0
TXN002979,948.55,05:16,Kanpur,Known,4,Shopping,698,0
TXN002980,20134.48,07:09,Mumbai,Known,5,Shopping,977,0
TXN002981,1638.15,10:40,Lucknow,Known,3,Bills,276,0
TXN002982,9118.27,01:48,Pune,Known,5,Electronics,101,0
TXN002983,1465.77,18:32,Mumbai,Known,6,Food,904,0
TXN002984,2363.25,01:25,Pune,Known,6,Bills,808,0
TXN002985,449.49,16:38,Jaipur,Known,2,Shopping,711,0
TXN002986,1125.65,10:54,Mumbai,Known,4,Shopping,725,0
TXN002987,2245.32,23:59,Delhi,New,5,Food,703,0
TXN002988,9517.1,16:11,Jaipur,New,5,Food,1257,0
TXN002989,2272.47,11:28,Delhi,Known,6,Food,778,0
TXN002990,7695.94,16:52,Noida,Known,4,Fuel,609,0
TXN002991,3527.37,02:37,Delhi,Known,5,Travel,255,0
TXN002992,9939.91,04:48,Mumbai,Known,5,Entertainment,529,0
TXN002993,1691.8,11:59,Mumbai,New,6,Food,924,0
TXN002994,22142.98,20:06,Mumbai,Known,5,Shopping,1003,0
TXN002995,1081.25,19:36,Jaipur,Known,4,Fuel,77,0
TXN002996,804.93,09:31,Delhi,Known,1,Travel,1064,0
TXN002997,505.22,06:17,Delhi,Known,6,Travel,641,0
TXN002998,20808.52,23:39,Noida,New,1,Food,1680,0
TXN002999,4255.48,13:06,Jaipur,New,5,Food,1203,0
TXN003000,1267.39,02:29,Lucknow,Known,4,Fuel,614,0
TXN003001,6680.95,05:24,Noida,Known,2,Fuel,199,0
TXN003002,3705.67,20:23,Delhi,Known,3,Food,255,0
TXN003003,14185.5,21:36,Pune,Known,5,Bills,463,0
TXN003004,354.36,21:56,Noida,Known,2,Bills,1441,0
TXN003005,1362.28,00:56,Pune,New,3,Food,556,1
TXN003006,1107.54,19:42,Jhansi,Known,1,Travel,776,0
TXN003007,226.6,02:19,Jaipur,Known,2,Shopping,625,0
TXN003008,5480.14,19:57,Lucknow,Known,3,Bills,602,0
TXN003009,1355.09,21:59,Noida,Known,3,Food,508,0
TXN003010,3913.37,08:50,Noida,Known,3,Bills,1298,0
TXN003011,21446.19,04:52,Mumbai,Known,3,Fuel,1047,0
TXN003012,1242.2,17:49,Jaipur,Known,3,Food,84,0
TXN003013,1156.71,01:45,Noida,Known,1,Bills,10,0
TXN003014,2038.85,13:43,Pune,New,7,Bills,1025,0
TXN003015,5075.35,07:38,Lucknow,Known,5,Fuel,1136,0
TXN003016,992.76,10:38,Pune,New,5,Electronics,296,0
TXN003017,928.0,19:23,Mumbai,Known,7,Fuel,504,0
TXN003018,5462.11,23:53,Jaipur,Known,10,Fuel,1147,0
TXN003019,2678.77,09:38,Delhi,Known,5,Food,954,0
TXN003020,210.31,06:36,Jhansi,Known,6,Shopping,687,0
TXN003021,497.14,20:44,Delhi,Known,2,Entertainment,927,0
TXN003022,8706.63,09:04,Noida,New,4,Bills,583,0
TXN003023,2745.08,04:55,Lucknow,Known,3,Food,518,0
TXN003024,808.54,21:34,Pune,Known,3,Bills,1137,0
TXN003025,1505.1,23:56,Pune,Known,2,Food,410,0
TXN003026,1825.19,06:06,Lucknow,Known,5,Fuel,493,0
TXN003027,3897.39,03:14,Pune,Known,5,Shopping,1403,0
TXN003028,432.41,03:56,Noida,Known,5,Shopping,329,0
TXN003029,744.38,14:41,Lucknow,Known,5,Electronics,1390,0
TXN003030,2397.41,07:38,Lucknow,Known,3,Food,764,0
TXN003031,1620.87,14:24,Mumbai,Known,4,Entertainment,692,0
TXN003032,3281.3,18:33,Delhi,Known,7,Entertainment,909,0
TXN003033,495.0,00:32,Kanpur,Known,5,Food,1043,0
TXN003034,2618.95,20:11,Kanpur,Known,3,Entertainment,1263,0
TXN003035,5662.98,00:33,Lucknow,Known,1,Entertainment,596,0
TXN003036,3001.0,02:30,Jaipur,Known,5,Food,877,0
TXN003037,2083.09,17:18,Delhi,New,4,Food,503,0
TXN003038,1627.6,14:20,Pune,Known,4,Electronics,461,1
TXN003039,749.16,23:46,Pune,Known,5,Shopping,741,0
TXN003040,1668.94,13:40,Noida,Known,3,Electronics,999,0
TXN003041,6756.32,10:28,Kanpur,Known,7,Electronics,303,0
TXN003042,1588.53,16:36,Mumbai,Known,6,Bills,19,0
TXN003043,707.15,18:14,Pune,Known,3,Fuel,261,0
TXN003044,1073.5,16:29,Noida,New,6,Electronics,489,0
TXN003045,2222.6,08:33,Pune,Known,3,Electronics,1230,0
TXN003046,1216.04,23:15,Mumbai,Known,5,Entertainment,336,0
TXN003047,2996.23,07:10,Kanpur,Known,4,Shopping,898,0
TXN003048,3116.69,08:31,Lucknow,Known,5,Food,1166,0
TXN003049,4577.8,06:56,Jhansi,Known,2,Shopping,366,0
TXN003050,8024.7,07:27,Noida,Known,4,Bills,1261,0
TXN003051,5121.45,05:54,Delhi,Known,4,Shopping,932,0
TXN003052,674.92,13:51,Delhi,Known,1,Fuel,283,0
TXN003053,697.03,17:44,Delhi,Known,5,Shopping,524,0
TXN003054,1662.34,10:53,Delhi,Known,3,Shopping,357,0
TXN003055,1120.81,22:24,Mumbai,Known,5,Fuel,581,0
TXN003056,544.73,11:45,Delhi,Known,5,Food,856,0
TXN003057,1132.03,11:08,Lucknow,Known,1,Travel,415,0
TXN003058,1093.68,01:19,Noida,Known,7,Travel,843,0
TXN003059,889.0,21:33,Pune,Known,4,Bills,763,0
TXN003060,1292.02,03:02,Lucknow,Known,6,Entertainment,242,0
TXN003061,6203.79,03:45,Delhi,Known,2,Food,845,0
TXN003062,2218.84,22:55,Noida,Known,3,Shopping,1140,0
TXN003063,24123.49,12:06,Lucknow,Known,6,Food,588,0
TXN003064,2152.91,01:59,Mumbai,Known,3,Entertainment,998,0
TXN003065,1327.39,10:05,Kanpur,Known,3,Travel,259,0
TXN003066,1807.83,14:07,Jaipur,Known,3,Entertainment,1336,0
TXN003067,2356.33,00:45,Lucknow,New,3,Entertainment,944,0
TXN003068,2842.84,18:41,Jaipur,Known,4,Entertainment,985,0
TXN003069,15932.06,16:56,Mumbai,Known,5,Shopping,412,0
TXN003070,740.97,00:25,Delhi,New,7,Electronics,987,0
TXN003071,4436.14,14:34,Delhi,Known,3,Shopping,864,0
TXN003072,2238.77,05:08,Noida,Known,6,Electronics,1002,0
TXN003073,345.81,17:41,Kanpur,Known,5,Electronics,1237,0
TXN003074,4043.14,09:59,Jhansi,Known,2,Entertainment,486,0
TXN003075,6812.72,04:35,Jaipur,New,6,Fuel,1237,0
TXN003076,731.8,12:55,Kanpur,New,3,Fuel,1011,0
TXN003077,1783.19,10:23,Delhi,Known,6,Fuel,199,0
TXN003078,294.1,08:58,Noida,Known,2,Travel,1386,0
TXN003079,480.0,21:32,Mumbai,Known,4,Shopping,472,0
TXN003080,5409.83,15:08,Jhansi,Known,2,Bills,781,0
TXN003081,1103.02,11:21,Pune,Known,2,Shopping,799,0
TXN003082,561.89,05:29,Kanpur,Known,2,Travel,295,0
TXN003083,2290.39,13:04,Mumbai,New,5,Food,1060,0
TXN003084,1040.03,00:53,Kanpur,Known,4,Travel,513,0
TXN003085,1097.93,21:14,Delhi,Known,5,Electronics,162,0
TXN003086,3912.12,00:40,Mumbai,Known,3,Bills,353,0
TXN003087,531.51,16:55,Kanpur,New,2,Shopping,10,0
TXN003088,695.69,08:26,Mumbai,Known,4,Shopping,138,0
TXN003089,2116.09,17:36,Delhi,Known,6,Food,1114,0
TXN003090,4981.18,08:31,Jhansi,Known,9,Electronics,54,0
TXN003091,6605.19,00:45,Lucknow,Known,2,Bills,842,0
TXN003092,895.36,22:02,Lucknow,Known,5,Fuel,453,0
TXN003093,4816.43,18:21,Jaipur,Known,6,Food,1152,0
TXN003094,790.13,01:36,Delhi,New,6,Shopping,689,1
TXN003095,12247.31,00:05,Delhi,Known,3,Shopping,192,0
TXN003096,547.35,12:51,Pune,Known,4,Travel,943,0
TXN003097,7262.25,22:37,Delhi,Known,3,Bills,537,0
TXN003098,903.46,13:00,Jaipur,Known,6,Entertainment,979,0
TXN003099,14904.98,00:00,Noida,Known,3,Shopping,834,0
TXN003100,3349.04,16:09,Kanpur,Known,2,Food,254,0
TXN003101,619.38,10:39,Mumbai,Known,6,Electronics,643,0
TXN003102,1040.22,15:31,Lucknow,Known,2,Fuel,458,0
TXN003103,4087.88,08:28,Pune,New,2,Fuel,589,0
TXN003104,5436.11,00:33,Delhi,New,6,Bills,639,0
TXN003105,1671.19,00:29,Noida,Known,2,Shopping,28,0
TXN003106,1886.41,15:20,Pune,New,4,Bills,822,0
TXN003107,3991.06,15:00,Noida,New,4,Fuel,558,0
TXN003108,2067.16,07:01,Delhi,Known,5,Food,161,0
TXN003109,462.83,01:41,Noida,Known,2,Entertainment,208,0
TXN003110,766.56,18:44,Noida,Known,6,Shopping,10,0
TXN003111,2304.04,03:14,Delhi,Known,3,Food,1515,0
TXN003112,6449.76,04:14,Pune,Known,5,Electronics,682,0
TXN003113,9821.44,10:24,Delhi,Known,4,Travel,852,0
TXN003114,4080.8,17:38,Jaipur,Known,2,Electronics,1301,0
TXN003115,2433.77,23:35,Delhi,Known,4,Bills,1843,0
TXN003116,3951.29,15:33,Mumbai,Known,2,Food,398,0
TXN003117,893.77,23:02,Noida,Known,5,Bills,477,0
TXN003118,1532.49,15:25,Delhi,Known,6,Electronics,273,0
TXN003119,757.64,20:45,Mumbai,Known,4,Food,633,0
TXN003120,485.1,04:35,Delhi,Known,8,Entertainment,10,0
TXN003121,2554.9,01:48,Pune,Known,6,Bills,1246,0
TXN003122,2187.1,16:41,Delhi,New,5,Shopping,907,0
TXN003123,3705.51,23:53,Jhansi,New,5,Electronics,610,0
TXN003124,3193.78,17:34,Jhansi,New,6,Shopping,83,0
TXN003125,2322.31,08:34,Kanpur,Known,5,Electronics,1301,0
TXN003126,3229.2,11:33,Lucknow,Known,6,Shopping,512,0
TXN003127,1721.11,02:15,Mumbai,Known,4,Shopping,1427,0
TXN003128,2776.87,08:26,Jaipur,Known,3,Shopping,572,0
TXN003129,839.74,16:10,Pune,Known,4,Electronics,729,0
TXN003130,2653.76,03:25,Jaipur,Known,5,Food,174,0
TXN003131,3631.43,11:08,Noida,Known,8,Travel,1205,0
TXN003132,891.03,06:29,Pune,Known,5,Food,10,0
TXN003133,1900.68,11:57,Jaipur,Known,4,Food,1025,0
TXN003134,935.2,18:27,Lucknow,New,5,Shopping,1278,0
TXN003135,1035.57,21:44,Jaipur,Known,3,Fuel,10,0
TXN003136,552.45,09:26,Delhi,Known,6,Shopping,1090,0
TXN003137,6799.51,19:54,Delhi,Known,3,Bills,1303,0
TXN003138,5511.06,16:12,Kanpur,Known,2,Entertainment,881,0
TXN003139,3164.81,22:50,Lucknow,New,5,Entertainment,946,0
TXN003140,14276.18,17:43,Lucknow,Known,1,Shopping,861,0
TXN003141,1475.62,13:53,Kanpur,Known,3,Entertainment,728,0
TXN003142,43429.42,16:07,Kanpur,Known,6,Bills,269,0
TXN003143,1417.48,07:53,Pune,Known,6,Food,677,0
TXN003144,2353.11,16:54,Lucknow,Known,1,Entertainment,572,0
TXN003145,1185.45,17:17,Mumbai,Known,1,Entertainment,1488,0
TXN003146,2661.07,14:37,Noida,Known,5,Fuel,671,0
TXN003147,4328.33,02:35,Jhansi,Known,5,Travel,686,0
TXN003148,1597.08,12:02,Pune,Known,5,Entertainment,779,0
TXN003149,11627.15,17:31,Mumbai,Known,3,Food,889,0
TXN003150,2313.81,04:39,Delhi,Known,5,Bills,374,0
TXN003151,2391.2,18:12,Jaipur,Known,3,Entertainment,1099,0
TXN003152,693.04,20:21,Delhi,Known,6,Electronics,666,0
TXN003153,2793.26,12:35,Noida,Known,4,Shopping,1008,0
TXN003154,1563.71,23:55,Mumbai,New,1,Electronics,320,0
TXN003155,950.41,20:03,Lucknow,Known,3,Entertainment,642,0
TXN003156,796.51,11:56,Pune,New,5,Fuel,1324,0
TXN003157,29759.2,21:48,Lucknow,Known,5,Travel,1535,0
TXN003158,1364.97,22:50,Delhi,Known,4,Food,981,0
TXN003159,389.83,02:02,Noida,Known,2,Fuel,230,0
TXN003160,864.72,23:34,Delhi,Known,6,Shopping,10,0
TXN003161,1705.13,00:22,Mumbai,Known,3,Entertainment,981,0
TXN003162,3195.64,11:55,Kanpur,Known,2,Electronics,1532,0
TXN003163,3223.03,22:44,Lucknow,Known,3,Travel,537,0
TXN003164,3662.81,17:38,Jhansi,Known,4,Entertainment,621,0
TXN003165,914.56,06:01,Lucknow,Known,3,Bills,816,0
TXN003166,2573.45,15:52,Lucknow,Known,4,Electronics,1757,0
TXN003167,717.43,05:29,Lucknow,Known,2,Travel,781,0
TXN003168,939.1,05:09,Pune,Known,1,Entertainment,788,0
TXN003169,686.73,21:52,Delhi,Known,2,Entertainment,545,0
TXN003170,516.84,01:54,Jaipur,Known,2,Electronics,747,0
TXN003171,5502.52,23:29,Lucknow,Known,2,Shopping,1178,0
TXN003172,3709.25,10:39,Lucknow,Known,3,Bills,431,0
TXN003173,5019.27,01:36,Noida,New,2,Food,1105,0
TXN003174,1875.86,18:18,Lucknow,Known,6,Shopping,1123,0
TXN003175,4069.15,01:44,Jhansi,Known,4,Food,371,0
TXN003176,283.21,07:59,Jaipur,New,3,Bills,1039,0
TXN003177,4455.01,05:56,Pune,Known,2,Food,1567,0
TXN003178,2167.91,18:41,Kanpur,Known,5,Travel,191,0
TXN003179,3477.28,09:21,Noida,Known,4,Entertainment,641,0
TXN003180,2682.67,15:54,Lucknow,Known,3,Shopping,812,0
TXN003181,638.51,01:55,Noida,New,7,Bills,866,0
TXN003182,373.38,16:00,Delhi,Known,7,Food,304,0
TXN003183,852.25,17:20,Delhi,Known,3,Food,177,0
TXN003184,3257.47,06:33,Kanpur,Known,3,Shopping,393,0
TXN003185,3715.01,21:34,Mumbai,Known,4,Bills,744,0
TXN003186,428.03,11:42,Noida,Known,6,Fuel,505,0
TXN003187,642.51,16:30,Delhi,Known,3,Bills,1068,0
TXN003188,842.31,04:00,Delhi,Known,6,Shopping,1210,0
TXN003189,1236.91,22:09,Noida,Known,4,Food,341,0
TXN003190,430.69,05:45,Kanpur,New,2,Travel,842,0
TXN003191,404.39,15:41,Jaipur,Known,3,Food,744,0
TXN003192,759.47,02:39,Mumbai,Known,3,Electronics,1771,0
TXN003193,1970.63,01:26,Delhi,Known,5,Entertainment,524,0
TXN003194,521.09,03:16,Delhi,Known,3,Fuel,874,0
TXN003195,1593.91,22:18,Lucknow,Known,6,Electronics,1540,0
TXN003196,5469.94,05:41,Delhi,Known,8,Food,10,0
TXN003197,458.83,21:30,Noida,Known,2,Electronics,1323,0
TXN003198,1449.21,13:07,Delhi,Known,2,Travel,443,0
TXN003199,5279.24,02:23,Jaipur,Known,4,Electronics,92,0
TXN003200,1160.21,10:49,Kanpur,Known,3,Travel,834,0
TXN003201,985.54,11:35,Noida,Known,4,Entertainment,788,0
TXN003202,6107.13,06:51,Delhi,Known,5,Food,962,0
TXN003203,1305.09,14:30,Delhi,New,3,Shopping,1019,0
TXN003204,5740.27,20:29,Lucknow,Known,3,Food,658,0
TXN003205,2824.13,21:56,Kanpur,Known,5,Shopping,1441,0
TXN003206,1255.83,12:30,Kanpur,New,6,Food,1288,0
TXN003207,2978.62,21:08,Mumbai,Known,3,Shopping,893,0
TXN003208,2520.0,22:24,Mumbai,New,4,Shopping,854,0
TXN003209,5257.8,02:38,Jaipur,Known,7,Fuel,1202,0
TXN003210,1012.1,15:20,Mumbai,Known,6,Entertainment,723,0
TXN003211,1879.59,18:24,Delhi,Known,6,Electronics,189,0
TXN003212,1687.41,00:52,Lucknow,Known,2,Bills,661,0
TXN003213,3770.25,14:26,Mumbai,Known,5,Shopping,564,0
TXN003214,613.45,21:18,Lucknow,Known,6,Shopping,764,0
TXN003215,5236.29,06:06,Jhansi,Known,3,Food,209,0
TXN003216,2937.13,20:24,Jhansi,Known,4,Shopping,265,0
TXN003217,451.59,22:45,Noida,Known,9,Bills,1190,0
TXN003218,6401.05,15:17,Delhi,Known,3,Travel,738,0
TXN003219,18794.88,15:28,Delhi,Known,3,Food,589,0
TXN003220,5153.69,12:39,Pune,Known,5,Fuel,529,0
TXN003221,8053.61,09:55,Mumbai,Known,5,Food,644,0
TXN003222,1968.8,10:48,Mumbai,Known,7,Food,781,0
TXN003223,314.49,12:17,Lucknow,Known,3,Food,15,0
TXN003224,259.62,11:09,Noida,Known,3,Fuel,543,0
TXN003225,2352.84,19:40,Delhi,Known,4,Shopping,794,0
TXN003226,966.77,18:15,Jaipur,New,2,Bills,649,0
TXN003227,689.0,08:23,Mumbai,New,2,Food,10,0
TXN003228,1685.23,12:06,Jaipur,Known,5,Entertainment,721,0
TXN003229,3435.46,05:46,Mumbai,Known,4,Food,696,0
TXN003230,391.56,04:09,Noida,Known,5,Entertainment,420,0
TXN003231,1123.52,08:22,Lucknow,Known,2,Food,323,0
TXN003232,8785.92,01:24,Pune,Known,2,Food,796,0
TXN003233,582.01,20:02,Kanpur,Known,3,Shopping,758,0
TXN003234,4486.33,03:46,Pune,Known,2,Shopping,907,0
TXN003235,1082.01,07:37,Noida,Known,1,Fuel,1586,0
TXN003236,3192.71,06:32,Jhansi,Known,8,Bills,954,0
TXN003237,5697.23,04:10,Mumbai,Known,3,Shopping,408,0
TXN003238,3920.16,08:03,Mumbai,Known,6,Shopping,1241,0
TXN003239,4675.82,17:03,Jaipur,Known,4,Shopping,607,0
TXN003240,537.2,21:37,Jaipur,Known,6,Bills,608,0
TXN003241,5795.78,04:44,Delhi,Known,2,Food,334,0
TXN003242,735.25,05:47,Mumbai,Known,6,Electronics,954,1
TXN003243,2363.88,11:48,Delhi,Known,5,Shopping,587,0
TXN003244,2360.67,07:23,Mumbai,Known,3,Shopping,1085,0
TXN003245,2995.66,19:00,Mumbai,Known,4,Shopping,963,0
TXN003246,2564.06,05:14,Pune,Known,4,Bills,363,0
TXN003247,742.14,09:47,Delhi,Known,3,Shopping,317,0
TXN003248,436.24,13:45,Pune,New,5,Entertainment,821,0
TXN003249,4498.54,09:30,Jaipur,Known,2,Fuel,1240,0
TXN003250,2187.84,14:01,Mumbai,New,3,Shopping,1163,0
TXN003251,6017.26,19:46,Lucknow,Known,3,Food,1358,0
TXN003252,1717.41,12:48,Kanpur,Known,2,Food,789,0
TXN003253,411.63,10:13,Mumbai,Known,2,Travel,1102,0
TXN003254,4964.05,22:48,Noida,Known,4,Bills,1200,0
TXN003255,1220.06,23:38,Kanpur,Known,5,Shopping,1567,0
TXN003256,2577.68,23:53,Delhi,Known,3,Shopping,897,0
TXN003257,912.06,00:37,Pune,Known,3,Entertainment,567,0
TXN003258,10117.87,20:05,Mumbai,Known,3,Electronics,1214,0
TXN003259,717.05,21:38,Delhi,Known,3,Food,173,0
TXN003260,1262.99,19:06,Jaipur,Known,4,Food,1184,0
TXN003261,2014.98,17:15,Delhi,Known,7,Bills,1294,0
